user_id,coffee_time,first_coffee_datetime
51,2022-02-20,2022-01-08
51,2022-04-04,2022-01-08
51,2022-03-08,2022-01-08
51,2022-01-26,2022-01-08
51,2022-03-07,2022-01-08
51,2022-02-28,2022-01-08
51,2022-03-11,2022-01-08
51,2022-02-25,2022-01-08
51,2022-04-03,2022-01-08
51,2022-03-06,2022-01-08
51,2022-02-07,2022-01-08
51,2022-03-18,2022-01-08
51,2022-01-27,2022-01-08
51,2022-01-08,2022-01-08
51,2022-01-27,2022-01-08
52,2022-01-07,2022-01-05
52,2022-01-05,2022-01-05
52,2022-02-03,2022-01-05
52,2022-02-24,2022-01-05
52,2022-03-19,2022-01-05
52,2022-03-11,2022-01-05
52,2022-01-10,2022-01-05
52,2022-01-05,2022-01-05
52,2022-01-06,2022-01-05
52,2022-03-27,2022-01-05
52,2022-01-21,2022-01-05
52,2022-02-28,2022-01-05
52,2022-01-19,2022-01-05
52,2022-02-23,2022-01-05
52,2022-03-03,2022-01-05
52,2022-01-19,2022-01-05
53,2022-01-29,2022-01-04
53,2022-03-27,2022-01-04
53,2022-03-03,2022-01-04
53,2022-01-12,2022-01-04
53,2022-03-06,2022-01-04
53,2022-03-15,2022-01-04
53,2022-03-12,2022-01-04
53,2022-03-12,2022-01-04
53,2022-02-25,2022-01-04
53,2022-03-09,2022-01-04
53,2022-03-14,2022-01-04
53,2022-02-13,2022-01-04
53,2022-01-14,2022-01-04
53,2022-02-09,2022-01-04
53,2022-03-29,2022-01-04
53,2022-01-07,2022-01-04
54,2022-03-03,2022-01-02
54,2022-01-20,2022-01-02
54,2022-03-01,2022-01-02
54,2022-01-25,2022-01-02
54,2022-02-06,2022-01-02
54,2022-01-05,2022-01-02
54,2022-03-29,2022-01-02
54,2022-02-15,2022-01-02
54,2022-02-03,2022-01-02
54,2022-01-14,2022-01-02
54,2022-03-12,2022-01-02
54,2022-01-26,2022-01-02
54,2022-01-09,2022-01-02
54,2022-03-06,2022-01-02
54,2022-03-06,2022-01-02
54,2022-01-14,2022-01-02
54,2022-02-18,2022-01-02
54,2022-01-29,2022-01-02
54,2022-01-04,2022-01-02
55,2022-03-09,2022-01-03
55,2022-01-28,2022-01-03
55,2022-01-25,2022-01-03
55,2022-03-03,2022-01-03
55,2022-03-20,2022-01-03
55,2022-03-04,2022-01-03
55,2022-01-07,2022-01-03
55,2022-01-24,2022-01-03
56,2022-03-11,2022-01-01
56,2022-01-09,2022-01-01
56,2022-02-26,2022-01-01
56,2022-01-14,2022-01-01
56,2022-01-10,2022-01-01
56,2022-03-14,2022-01-01
56,2022-03-13,2022-01-01
56,2022-01-02,2022-01-01
56,2022-01-25,2022-01-01
56,2022-02-12,2022-01-01
56,2022-03-03,2022-01-01
56,2022-02-01,2022-01-01
56,2022-02-14,2022-01-01
56,2022-01-18,2022-01-01
57,2022-01-12,2022-01-09
57,2022-01-18,2022-01-09
57,2022-01-21,2022-01-09
57,2022-02-25,2022-01-09
57,2022-02-23,2022-01-09
57,2022-01-27,2022-01-09
57,2022-03-18,2022-01-09
57,2022-03-06,2022-01-09
57,2022-02-03,2022-01-09
57,2022-03-29,2022-01-09
58,2022-03-10,2022-01-09
58,2022-03-16,2022-01-09
58,2022-02-10,2022-01-09
58,2022-02-01,2022-01-09
58,2022-03-16,2022-01-09
58,2022-03-27,2022-01-09
58,2022-01-18,2022-01-09
58,2022-02-08,2022-01-09
58,2022-03-22,2022-01-09
58,2022-03-10,2022-01-09
58,2022-02-08,2022-01-09
58,2022-02-15,2022-01-09
59,2022-04-04,2022-01-07
59,2022-02-11,2022-01-07
60,2022-01-03,2022-01-01
60,2022-03-07,2022-01-01
60,2022-03-03,2022-01-01
60,2022-03-12,2022-01-01
60,2022-03-02,2022-01-01
60,2022-01-28,2022-01-01
60,2022-02-11,2022-01-01
60,2022-02-16,2022-01-01
60,2022-01-20,2022-01-01
60,2022-03-27,2022-01-01
60,2022-01-01,2022-01-01
61,2022-02-07,2022-01-02
61,2022-01-12,2022-01-02
61,2022-03-06,2022-01-02
61,2022-02-17,2022-01-02
61,2022-01-06,2022-01-02
61,2022-03-02,2022-01-02
61,2022-02-24,2022-01-02
61,2022-03-26,2022-01-02
61,2022-01-12,2022-01-02
61,2022-03-13,2022-01-02
61,2022-03-15,2022-01-02
62,2022-01-03,2022-01-02
62,2022-03-25,2022-01-02
62,2022-03-07,2022-01-02
62,2022-02-20,2022-01-02
62,2022-02-25,2022-01-02
62,2022-04-01,2022-01-02
62,2022-03-27,2022-01-02
62,2022-02-12,2022-01-02
62,2022-03-22,2022-01-02
62,2022-03-25,2022-01-02
62,2022-03-07,2022-01-02
62,2022-03-27,2022-01-02
62,2022-03-06,2022-01-02
62,2022-01-15,2022-01-02
62,2022-03-27,2022-01-02
62,2022-03-23,2022-01-02
63,2022-01-25,2022-01-07
63,2022-01-12,2022-01-07
63,2022-01-07,2022-01-07
63,2022-03-15,2022-01-07
63,2022-03-03,2022-01-07
63,2022-03-28,2022-01-07
63,2022-02-03,2022-01-07
63,2022-04-03,2022-01-07
63,2022-03-04,2022-01-07
63,2022-01-20,2022-01-07
63,2022-04-06,2022-01-07
63,2022-03-01,2022-01-07
63,2022-01-31,2022-01-07
63,2022-03-03,2022-01-07
64,2022-01-14,2022-01-08
64,2022-03-01,2022-01-08
65,2022-03-19,2022-01-05
65,2022-03-21,2022-01-05
66,2022-02-24,2022-01-05
66,2022-01-09,2022-01-05
66,2022-03-07,2022-01-05
66,2022-02-28,2022-01-05
66,2022-02-01,2022-01-05
66,2022-03-09,2022-01-05
66,2022-03-12,2022-01-05
66,2022-03-05,2022-01-05
66,2022-03-19,2022-01-05
66,2022-01-28,2022-01-05
66,2022-01-21,2022-01-05
66,2022-01-15,2022-01-05
66,2022-01-26,2022-01-05
66,2022-03-15,2022-01-05
66,2022-01-25,2022-01-05
66,2022-01-29,2022-01-05
66,2022-03-14,2022-01-05
66,2022-02-09,2022-01-05
66,2022-02-05,2022-01-05
67,2022-01-22,2022-01-05
67,2022-04-02,2022-01-05
67,2022-01-17,2022-01-05
67,2022-02-16,2022-01-05
67,2022-03-12,2022-01-05
68,2022-03-22,2022-01-07
68,2022-03-10,2022-01-07
68,2022-02-11,2022-01-07
68,2022-02-10,2022-01-07
68,2022-01-16,2022-01-07
68,2022-01-19,2022-01-07
68,2022-02-03,2022-01-07
68,2022-03-06,2022-01-07
68,2022-03-11,2022-01-07
68,2022-02-24,2022-01-07
68,2022-01-20,2022-01-07
68,2022-03-22,2022-01-07
68,2022-02-06,2022-01-07
68,2022-02-28,2022-01-07
68,2022-03-06,2022-01-07
68,2022-03-20,2022-01-07
68,2022-02-01,2022-01-07
68,2022-01-21,2022-01-07
69,2022-01-26,2022-01-06
69,2022-02-18,2022-01-06
69,2022-02-21,2022-01-06
69,2022-01-23,2022-01-06
69,2022-01-07,2022-01-06
69,2022-03-05,2022-01-06
69,2022-03-14,2022-01-06
69,2022-03-15,2022-01-06
69,2022-03-24,2022-01-06
69,2022-03-08,2022-01-06
69,2022-01-13,2022-01-06
69,2022-01-11,2022-01-06
69,2022-02-27,2022-01-06
69,2022-03-02,2022-01-06
69,2022-01-20,2022-01-06
69,2022-01-17,2022-01-06
69,2022-03-01,2022-01-06
69,2022-03-21,2022-01-06
69,2022-01-13,2022-01-06
70,2022-03-30,2022-01-05
70,2022-03-22,2022-01-05
70,2022-03-22,2022-01-05
70,2022-01-19,2022-01-05
70,2022-02-04,2022-01-05
70,2022-02-02,2022-01-05
70,2022-01-06,2022-01-05
70,2022-01-17,2022-01-05
70,2022-02-14,2022-01-05
70,2022-02-06,2022-01-05
70,2022-03-03,2022-01-05
71,2022-03-21,2022-01-01
71,2022-03-25,2022-01-01
71,2022-01-27,2022-01-01
71,2022-01-29,2022-01-01
71,2022-01-19,2022-01-01
72,2022-01-14,2022-01-07
72,2022-03-02,2022-01-07
72,2022-01-28,2022-01-07
72,2022-02-13,2022-01-07
72,2022-01-28,2022-01-07
72,2022-02-02,2022-01-07
72,2022-02-13,2022-01-07
73,2022-03-26,2022-01-06
73,2022-02-16,2022-01-06
73,2022-04-01,2022-01-06
73,2022-02-22,2022-01-06
73,2022-01-20,2022-01-06
73,2022-01-14,2022-01-06
73,2022-02-25,2022-01-06
73,2022-02-15,2022-01-06
73,2022-04-04,2022-01-06
73,2022-03-28,2022-01-06
73,2022-02-07,2022-01-06
73,2022-03-27,2022-01-06
74,2022-02-07,2022-01-07
74,2022-01-24,2022-01-07
74,2022-03-03,2022-01-07
74,2022-02-08,2022-01-07
74,2022-01-22,2022-01-07
74,2022-03-09,2022-01-07
74,2022-01-09,2022-01-07
74,2022-03-16,2022-01-07
74,2022-01-27,2022-01-07
74,2022-01-19,2022-01-07
74,2022-03-31,2022-01-07
75,2022-01-25,2022-01-05
75,2022-03-25,2022-01-05
75,2022-03-21,2022-01-05
75,2022-03-29,2022-01-05
75,2022-02-23,2022-01-05
75,2022-01-31,2022-01-05
75,2022-02-25,2022-01-05
75,2022-02-07,2022-01-05
75,2022-03-10,2022-01-05
75,2022-01-18,2022-01-05
76,2022-01-18,2022-01-10
76,2022-04-04,2022-01-10
76,2022-04-07,2022-01-10
76,2022-03-21,2022-01-10
76,2022-03-04,2022-01-10
76,2022-03-27,2022-01-10
76,2022-01-24,2022-01-10
76,2022-01-11,2022-01-10
76,2022-02-18,2022-01-10
76,2022-01-14,2022-01-10
76,2022-01-15,2022-01-10
76,2022-03-05,2022-01-10
76,2022-03-05,2022-01-10
76,2022-01-13,2022-01-10
76,2022-03-19,2022-01-10
76,2022-04-04,2022-01-10
77,2022-01-29,2022-01-06
77,2022-04-05,2022-01-06
77,2022-04-03,2022-01-06
77,2022-03-18,2022-01-06
77,2022-02-15,2022-01-06
77,2022-03-29,2022-01-06
77,2022-01-14,2022-01-06
77,2022-03-20,2022-01-06
77,2022-03-01,2022-01-06
77,2022-01-07,2022-01-06
77,2022-04-01,2022-01-06
77,2022-02-21,2022-01-06
77,2022-02-14,2022-01-06
77,2022-01-06,2022-01-06
78,2022-01-04,2022-01-03
78,2022-03-27,2022-01-03
78,2022-02-27,2022-01-03
78,2022-03-22,2022-01-03
78,2022-04-01,2022-01-03
78,2022-02-20,2022-01-03
78,2022-02-08,2022-01-03
78,2022-03-02,2022-01-03
78,2022-03-28,2022-01-03
78,2022-02-09,2022-01-03
79,2022-02-03,2022-01-05
79,2022-03-18,2022-01-05
79,2022-01-27,2022-01-05
79,2022-03-02,2022-01-05
79,2022-02-21,2022-01-05
79,2022-01-11,2022-01-05
79,2022-03-04,2022-01-05
79,2022-02-17,2022-01-05
79,2022-02-24,2022-01-05
79,2022-02-14,2022-01-05
79,2022-03-05,2022-01-05
79,2022-03-25,2022-01-05
79,2022-03-10,2022-01-05
79,2022-03-03,2022-01-05
79,2022-02-01,2022-01-05
80,2022-02-19,2022-01-02
80,2022-03-29,2022-01-02
80,2022-01-06,2022-01-02
80,2022-03-13,2022-01-02
80,2022-01-09,2022-01-02
80,2022-01-18,2022-01-02
80,2022-02-12,2022-01-02
80,2022-02-27,2022-01-02
80,2022-03-21,2022-01-02
80,2022-03-31,2022-01-02
80,2022-02-13,2022-01-02
80,2022-01-09,2022-01-02
81,2022-02-14,2022-01-09
81,2022-03-20,2022-01-09
81,2022-04-01,2022-01-09
81,2022-02-17,2022-01-09
82,2022-03-26,2022-01-08
82,2022-02-03,2022-01-08
82,2022-03-04,2022-01-08
82,2022-03-27,2022-01-08
82,2022-02-08,2022-01-08
82,2022-03-12,2022-01-08
82,2022-01-21,2022-01-08
82,2022-03-18,2022-01-08
82,2022-01-19,2022-01-08
82,2022-04-07,2022-01-08
82,2022-01-23,2022-01-08
82,2022-02-18,2022-01-08
82,2022-01-26,2022-01-08
83,2022-02-23,2022-01-10
83,2022-01-23,2022-01-10
83,2022-04-03,2022-01-10
83,2022-01-23,2022-01-10
83,2022-01-28,2022-01-10
83,2022-03-09,2022-01-10
84,2022-02-16,2022-01-04
84,2022-02-22,2022-01-04
84,2022-02-21,2022-01-04
84,2022-02-03,2022-01-04
84,2022-03-10,2022-01-04
84,2022-01-28,2022-01-04
84,2022-03-29,2022-01-04
84,2022-03-11,2022-01-04
84,2022-03-08,2022-01-04
84,2022-01-04,2022-01-04
84,2022-02-07,2022-01-04
84,2022-03-07,2022-01-04
84,2022-02-04,2022-01-04
85,2022-02-15,2022-01-09
85,2022-02-24,2022-01-09
85,2022-03-28,2022-01-09
85,2022-01-11,2022-01-09
85,2022-02-04,2022-01-09
85,2022-01-14,2022-01-09
85,2022-03-04,2022-01-09
85,2022-01-31,2022-01-09
85,2022-03-09,2022-01-09
85,2022-01-22,2022-01-09
85,2022-03-24,2022-01-09
85,2022-01-22,2022-01-09
85,2022-02-12,2022-01-09
85,2022-01-12,2022-01-09
86,2022-01-05,2022-01-01
86,2022-02-20,2022-01-01
86,2022-03-11,2022-01-01
86,2022-02-03,2022-01-01
86,2022-03-27,2022-01-01
86,2022-01-22,2022-01-01
86,2022-01-08,2022-01-01
87,2022-02-09,2022-01-05
87,2022-01-29,2022-01-05
88,2022-01-31,2022-01-09
88,2022-01-22,2022-01-09
88,2022-04-07,2022-01-09
88,2022-03-27,2022-01-09
88,2022-01-25,2022-01-09
88,2022-03-08,2022-01-09
88,2022-02-27,2022-01-09
88,2022-03-13,2022-01-09
88,2022-01-30,2022-01-09
88,2022-04-04,2022-01-09
88,2022-03-04,2022-01-09
88,2022-03-08,2022-01-09
88,2022-01-23,2022-01-09
88,2022-02-27,2022-01-09
89,2022-02-15,2022-01-02
89,2022-03-01,2022-01-02
89,2022-02-27,2022-01-02
89,2022-01-15,2022-01-02
89,2022-03-13,2022-01-02
89,2022-01-26,2022-01-02
89,2022-01-07,2022-01-02
89,2022-03-12,2022-01-02
89,2022-02-03,2022-01-02
89,2022-03-18,2022-01-02
89,2022-02-21,2022-01-02
89,2022-01-27,2022-01-02
89,2022-03-21,2022-01-02
89,2022-04-01,2022-01-02
89,2022-03-22,2022-01-02
89,2022-03-13,2022-01-02
89,2022-03-14,2022-01-02
90,2022-01-11,2022-01-09
90,2022-02-28,2022-01-09
90,2022-03-17,2022-01-09
90,2022-03-01,2022-01-09
90,2022-01-20,2022-01-09
90,2022-03-29,2022-01-09
91,2022-01-20,2022-01-05
91,2022-02-25,2022-01-05
91,2022-03-13,2022-01-05
91,2022-03-04,2022-01-05
92,2022-01-07,2022-01-05
92,2022-02-11,2022-01-05
92,2022-01-16,2022-01-05
92,2022-01-25,2022-01-05
92,2022-02-06,2022-01-05
92,2022-01-27,2022-01-05
93,2022-04-03,2022-01-08
93,2022-03-12,2022-01-08
93,2022-01-21,2022-01-08
94,2022-02-03,2022-01-08
94,2022-02-02,2022-01-08
94,2022-01-14,2022-01-08
94,2022-03-15,2022-01-08
94,2022-03-21,2022-01-08
94,2022-02-17,2022-01-08
94,2022-01-12,2022-01-08
94,2022-03-21,2022-01-08
94,2022-02-24,2022-01-08
94,2022-03-16,2022-01-08
94,2022-01-26,2022-01-08
94,2022-03-12,2022-01-08
95,2022-01-27,2022-01-07
95,2022-03-09,2022-01-07
95,2022-03-21,2022-01-07
95,2022-02-24,2022-01-07
95,2022-02-11,2022-01-07
96,2022-01-09,2022-01-09
96,2022-02-10,2022-01-09
96,2022-03-02,2022-01-09
96,2022-01-19,2022-01-09
96,2022-01-19,2022-01-09
96,2022-02-21,2022-01-09
96,2022-01-24,2022-01-09
96,2022-02-27,2022-01-09
96,2022-03-17,2022-01-09
97,2022-04-04,2022-01-05
97,2022-03-09,2022-01-05
97,2022-02-22,2022-01-05
97,2022-02-20,2022-01-05
97,2022-04-04,2022-01-05
97,2022-02-02,2022-01-05
97,2022-03-24,2022-01-05
97,2022-01-16,2022-01-05
97,2022-02-24,2022-01-05
97,2022-02-03,2022-01-05
97,2022-02-22,2022-01-05
97,2022-03-06,2022-01-05
97,2022-03-06,2022-01-05
97,2022-03-20,2022-01-05
97,2022-03-17,2022-01-05
97,2022-01-11,2022-01-05
97,2022-01-27,2022-01-05
97,2022-01-16,2022-01-05
97,2022-02-11,2022-01-05
98,2022-02-11,2022-01-05
98,2022-02-09,2022-01-05
98,2022-03-21,2022-01-05
98,2022-03-31,2022-01-05
98,2022-03-20,2022-01-05
98,2022-01-07,2022-01-05
98,2022-03-28,2022-01-05
98,2022-03-14,2022-01-05
98,2022-03-10,2022-01-05
98,2022-01-14,2022-01-05
98,2022-03-08,2022-01-05
98,2022-01-16,2022-01-05
98,2022-03-30,2022-01-05
98,2022-02-16,2022-01-05
98,2022-01-18,2022-01-05
98,2022-02-25,2022-01-05
98,2022-04-02,2022-01-05
98,2022-03-28,2022-01-05
98,2022-03-18,2022-01-05
99,2022-03-26,2022-01-09
99,2022-03-31,2022-01-09
99,2022-03-16,2022-01-09
99,2022-02-22,2022-01-09
99,2022-03-23,2022-01-09
